app-admin/fetchlog [net-analyzer/net-snmp,dev-perl/Net-SNMP]
dev-php/PEAR-Image_Graph [dev-php/PEAR-Image_Canvas,dev-php/pear,dev-php/PEAR-Numbers_Words,dev-php/PEAR-PEAR,dev-lang/php,dev-php/PEAR-Numbers_Roman]
x11-plugins/wmwave [x11-libs/libXext,x11-libs/libXpm,x11-libs/libX11]
net-analyzer/neti [virtual/jre,net-libs/libpcap,virtual/jdk]
media-sound/shorten []
x11-misc/gtodo [dev-util/pkgconfig,dev-libs/libxml2,dev-util/intltool,dev-libs/glib,x11-libs/gtk+,dev-libs/libxslt,gnome-base/libgnomeui,gnome-base/gnome-vfs,gnome-base/libglade,gnome-base/gconf,gnome-base/gnome-panel]
sys-cluster/tentakel [dev-lang/python]
games-puzzle/picpuz [dev-util/pkgconfig,x11-libs/gtk+]
x11-plugins/wmpeople [net-mail/peephole,x11-libs/libXt,x11-libs/libXpm,x11-libs/libXext,x11-libs/libX11]
dev-perl/gnome2-wnck [dev-lang/perl,dev-perl/gtk2-perl,dev-perl/extutils-pkgconfig,dev-perl/extutils-depends,dev-perl/glib-perl,x11-libs/libwnck]
www-apache/mod_ruby [www-servers/apache,dev-lang/ruby,dev-ruby/rdtool]
sci-biology/clustalw-mpi [virtual/mpi]
games-misc/fortune-mod-pqf [games-misc/fortune-mod]
media-libs/shivavg [media-libs/freeglut,virtual/glu]
dev-libs/libcli []
app-text/cedilla [dev-lisp/clisp,sys-apps/sed]
app-office/sc [sys-libs/ncurses]
dev-python/tg-widgets-lightbox [dev-python/tg-widgets-scriptaculous,dev-python/turbogears]
app-pda/libopensync [dev-util/pkgconfig,dev-libs/check,app-doc/doxygen,dev-libs/libxml2,dev-libs/glib,dev-vcs/subversion,dev-util/cmake,dev-lang/python,net-misc/rsync,dev-lang/swig,dev-db/sqlite]
dev-tex/latex-calendar [sys-apps/texinfo,virtual/latex-base]
app-text/iso-codes [dev-python/pyxml,sys-devel/gettext,dev-lang/python]
dev-libs/libbrahe [sys-devel/libtool,sys-devel/automake,sys-devel/autoconf]
dev-python/pyopenssl [dev-libs/openssl,dev-lang/python,app-admin/eselect-python,dev-tex/latex2html]
sys-fs/reiser4progs [sys-libs/readline,sys-libs/libaal]
sci-biology/mammoth [sys-devel/libtool,sys-devel/automake,sys-devel/autoconf]
dev-perl/Mail-IMAPClient [virtual/perl-libnet,dev-lang/perl,dev-perl/Parse-RecDescent]
x11-libs/libXrandr [dev-util/pkgconfig,x11-proto/randrproto,x11-libs/libX11,sys-devel/binutils,sys-devel/m4,x11-libs/libXext,x11-misc/util-macros,sys-devel/libtool,x11-libs/libXrender,x11-proto/renderproto]
app-dicts/aspell-pl [app-text/aspell]
x11-drivers/xf86-video-ivtv [x11-base/xorg-server,x11-proto/videoproto,x11-proto/randrproto,x11-libs/libpciaccess,x11-proto/renderproto,x11-proto/xextproto]
media-tv/ivtv [dev-perl/Config-IniFiles,media-tv/ivtv-firmware,dev-perl/Video-ivtv,sys-apps/module-init-tools,sys-kernel/gentoo-sources,dev-perl/perl-tk,sys-fs/udev,sys-apps/sed,dev-perl/Video-Frequencies,sys-apps/hotplug,virtual/perl-Getopt-Long,app-arch/unzip]
dev-vcs/qsvn [dev-vcs/subversion,x11-libs/qt-test,dev-util/cmake,x11-libs/qt-sql,x11-libs/qt-gui]
sys-libs/libcap-ng [sys-kernel/linux-headers,dev-lang/python,sys-apps/attr,dev-lang/swig]
media-tv/linuxtv-dvb-apps [media-tv/linuxtv-dvb-headers]
media-video/mpglen []
app-dicts/aspell-pt [app-text/aspell]
dev-perl/Filesys-DiskSpace [dev-lang/perl]
dev-libs/dbxml [sys-libs/zlib,sys-libs/db,dev-libs/xerces-c,sys-devel/libtool,dev-lang/perl,dev-libs/xqilla,dev-python/bsddb3]
media-radio/fmio [x11-libs/libXpm,x11-libs/libX11]
dev-lang/xsb [dev-libs/libxml2,virtual/jdk,net-libs/libwww,dev-java/java-config,dev-db/unixODBC,dev-db/libiodbc]
x11-misc/fbpager [x11-libs/libSM,x11-libs/libXt,x11-libs/libX11,x11-libs/libXrender]
dev-db/mysql-super-smack [virtual/mysql,sys-devel/automake,dev-db/postgresql-server]
dev-games/ps2-packer [sys-libs/glibc]
dev-java/sablecc-anttask [virtual/jre,virtual/jdk,dev-java/sablecc,dev-java/ant-core]
app-dicts/sword-manxgaelic [app-arch/unzip,app-text/sword]
sys-process/minit [dev-libs/dietlibc,dev-libs/libowfat]
media-video/blinkentools [media-libs/blib,media-libs/libmng]
dev-perl/Exporter-Lite [dev-lang/perl]
dev-db/gigabase []
dev-java/jscience [app-arch/unzip,virtual/jdk,dev-java/javolution]
dev-ml/camlidl [dev-lang/ocaml]
media-gfx/povtree [virtual/jre,app-arch/unzip]
dev-ruby/color-tools [dev-ruby/rubygems,dev-ruby/rake,dev-lang/ruby]
dev-tcltk/snack [dev-lang/tcl,dev-lang/tk,media-libs/alsa-lib,media-libs/libvorbis,dev-lang/python]
sys-auth/pam_radius [sys-libs/pam]
www-apps/389-dsgw [virtual/perl-CGI,dev-perl/perl-mozldap,net-nds/389-admin,sys-devel/automake,dev-libs/nspr,dev-libs/nss]
dev-games/wfmath [media-libs/atlas-c++,app-doc/doxygen]
dev-tcltk/tcl3d [dev-games/ode,dev-lang/tk,media-libs/libsdl,media-libs/ftgl,dev-lang/tcl,dev-lang/swig,virtual/opengl]
games-util/xgamer [media-gfx/feh,virtual/perl-File-Spec,dev-perl/File-BaseDir,dev-perl/glib-perl,x11-misc/numlockx,dev-perl/gtk2-perl,x11-wm/openbox,x11-libs/gtk+,dev-lang/perl,dev-perl/XML-Simple]
app-dicts/ispell-da [app-text/ispell]
dev-perl/rename [dev-lang/perl]
x11-plugins/wmfsm [x11-libs/libXt,x11-libs/libXpm,x11-libs/libXext,x11-libs/libX11]
net-dialup/mwavem [sys-devel/libtool,sys-devel/automake,sys-devel/autoconf]
sci-physics/heppdt [sys-devel/libtool,sys-devel/automake,sys-devel/autoconf]
app-text/html-xml-utils [dev-util/gperf,sys-apps/sed]
app-emacs/jasmin [virtual/emacs]
app-dicts/sword-hnv [app-arch/unzip,app-text/sword]
dev-libs/libpreludedb [virtual/mysql,dev-libs/libprelude,dev-util/gtk-doc,dev-db/sqlite,dev-db/postgresql-server]
app-text/dvipdfmx [app-text/libpaper,sys-devel/autoconf,media-libs/libpng,app-text/poppler,sys-devel/automake,sys-devel/libtool,app-text/poppler-data]
sci-chemistry/phaser [dev-lang/python,app-admin/eselect-python,app-shells/tcsh]
dev-lisp/cl-lw-compat [dev-lisp/common-lisp-controller,dev-lisp/sbcl]
sci-mathematics/snns [dev-lang/python,app-admin/eselect-python,x11-proto/xproto,x11-libs/Xaw3d]
media-plugins/hexter [sys-libs/readline,media-libs/alsa-lib,x11-libs/gtk+,media-libs/dssi,media-libs/ladspa-sdk,sys-libs/ncurses]
dev-tex/hyphen_show []
media-plugins/vdr-lcdproc [media-tv/gentoo-vdr-scripts,media-video/vdr,app-misc/lcdproc,app-admin/eselect-vdr]
net-mail/mailutils [app-admin/eselect-python,net-nds/openldap,virtual/mysql,dev-db/postgresql-base,dev-util/dejagnu,dev-scheme/guile,dev-db/tokyocabinet,dev-db/postgresql-server,sys-libs/gdbm,dev-libs/fribidi,mail-mta/ssmtp]
games-emulation/mastergear-bin [x11-libs/libXext,sys-libs/zlib]
x11-libs/libXvMC [dev-util/pkgconfig,sys-devel/binutils,x11-libs/libX11,x11-libs/libXv,sys-devel/m4,x11-libs/libXext,x11-misc/util-macros,sys-devel/libtool,app-admin/eselect-xvmc]
net-misc/mobile-broadband-provider-info []
dev-cpp/IceE [dev-libs/expat,app-arch/bzip2,sys-libs/db]
app-emulation/vboxgtk [app-admin/eselect-python,app-emulation/virtualbox-ose,app-emulation/virtualbox-bin,dev-python/pygtk,sys-apps/sed,dev-lang/python]
net-im/gg-transport [net-dns/libidn,net-im/jabber-base,dev-libs/glib,net-libs/libgadu,dev-util/pkgconfig]
net-dialup/dtrace [net-dialup/capi4k-utils]
sys-cluster/mpich2 [app-admin/eselect-python,net-fs/nfs-utils,dev-libs/libaio,sys-devel/libtool,dev-lang/python,dev-lang/perl,sys-cluster/pvfs2,net-misc/openssh]
kde-base/krfb [x11-libs/qt-script,x11-libs/qt-gui,net-dns/avahi,x11-libs/qt-svg,x11-libs/libXt,x11-libs/libXdamage,x11-libs/qt-test,app-text/docbook-xml-dtd,x11-libs/qt-sql,net-libs/openslp,x11-proto/xf86vidmodeproto,dev-util/automoc,net-misc/mDNSResponder,x11-libs/qt-core,x11-libs/libXxf86vm,x11-libs/libXtst,dev-lang/perl,kde-base/kdelibs,x11-libs/qt-qt3support,dev-util/pkgconfig,app-text/docbook-xsl-stylesheets,net-libs/libvncserver,dev-util/cmake]
sys-libs/e2fsprogs-libs [sys-libs/glibc,sys-devel/gettext,sys-devel/bc,dev-util/pkgconfig]
app-accessibility/espeakup [dev-vcs/git,app-accessibility/speakup,app-accessibility/espeak]
x11-misc/videogen [sys-apps/sed]
sci-astronomy/sextractor [sci-libs/fftw,virtual/cblas,sci-libs/lapack-atlas]
dev-python/paisley [dev-python/twisted,dev-python/nose,dev-python/twisted-web,dev-lang/python,dev-python/simplejson]
dev-ruby/ruby-oci8 [dev-lang/ruby,dev-db/oracle-instantclient-sqlplus,dev-db/oracle-instantclient-basic]
dev-lisp/cl-ftp [dev-lisp/cl-acl-compat,dev-lisp/sbcl,dev-lisp/cl-split-sequence,dev-lisp/common-lisp-controller]
app-cdr/xdvdfs-tools [app-arch/rar,app-arch/unrar]
x11-wm/blackbox [dev-util/pkgconfig,x11-proto/xextproto,sys-devel/gettext,x11-libs/libXt,sys-apps/sed,x11-libs/libXft]
games-util/datutil [app-arch/unzip]
mail-client/claws-mail-fetchinfo [mail-client/claws-mail]
net-analyzer/nbtscan []
dev-lang/swi-prolog [sys-libs/readline,x11-libs/libXpm,dev-libs/gmp,sys-libs/db,x11-libs/libX11,sys-libs/zlib,dev-libs/openssl,x11-libs/libSM,x11-libs/libICE,dev-java/junit,virtual/jdk,dev-db/unixODBC,media-libs/jpeg,x11-libs/libXft,sys-libs/ncurses]
app-admin/sabayon [app-admin/pessulus,dev-libs/libxml2,dev-python/python-ldap,dev-util/intltool,x11-libs/gtk+,dev-python/gconf-python,x11-libs/gksu,x11-base/xorg-server,dev-python/pygobject,dev-python/pygtk,dev-lang/python,x11-libs/pango,app-text/gnome-doc-utils,dev-python/libbonobo-python,gnome-base/gconf,dev-python/pyxdg]
kde-base/kdebase-menu [x11-libs/libXxf86vm,dev-util/pkgconfig,x11-libs/qt-script,x11-proto/xf86vidmodeproto,x11-libs/qt-gui,x11-libs/qt-core,x11-libs/qt-qt3support,dev-util/automoc,x11-libs/qt-svg,x11-libs/libXt,x11-libs/libXtst,x11-libs/qt-sql,dev-lang/perl,kde-base/kdelibs,dev-util/cmake,media-libs/qimageblitz,x11-libs/qt-test]
dev-libs/vdk [app-doc/doxygen,x11-libs/gtk+]
net-p2p/opendchub [dev-lang/perl]
kde-base/kttsd [x11-libs/libXxf86vm,x11-proto/xf86vidmodeproto,x11-libs/qt-script,x11-libs/qt-gui,app-accessibility/epos,x11-libs/libXt,x11-libs/qt-core,x11-libs/qt-qt3support,dev-util/automoc,app-accessibility/freetts,x11-libs/libXtst,app-accessibility/mbrola,app-accessibility/speech-dispatcher,x11-libs/qt-sql,dev-lang/perl,x11-libs/qt-svg,kde-base/kdelibs,dev-util/cmake,app-accessibility/festival,x11-libs/qt-test]
games-misc/fortune-mod-humorixfortunes [games-misc/fortune-mod]
sys-power/phctool [dev-python/pygtk,app-admin/sudo,app-admin/eselect-python,dev-python/egg-python,dev-lang/python]
dev-perl/CPAN-Mini-Phalanx [dev-perl/CPAN-Mini,dev-perl/Test-Pod-Coverage,dev-perl/Test-Pod]
dev-haskell/regex-compat [dev-lang/ghc,dev-haskell/cabal,dev-haskell/regex-posix,dev-haskell/regex-base]
dev-util/gnome-devel-docs [dev-util/pkgconfig,app-text/docbook-xml-dtd,app-text/gnome-doc-utils]
dev-lang/tinycobol [sys-devel/flex,sys-libs/db,sys-devel/bison,dev-db/vbisam,dev-libs/glib]
kde-base/kdelibs [media-libs/openexr,x11-libs/libXpm,x11-libs/qt-script,dev-lang/perl,dev-libs/soprano,sys-auth/polkit-qt,x11-libs/qt-core,x11-libs/qt-svg,app-crypt/qca,dev-util/cmake,x11-libs/qt-test,app-text/docbook-xml-dtd,dev-libs/openssl,x11-libs/qt-sql,x11-misc/shared-mime-info,app-crypt/mit-krb5,kde-base/khelpcenter,media-sound/phonon,app-crypt/gnupg,x11-libs/libXext,dev-libs/shared-desktop-ontologies,dev-libs/libdbusmenu-qt,x11-apps/rgb,media-libs/ilmbase,x11-libs/qt-qt3support,x11-proto/xf86vidmodeproto,kde-base/nepomuk,net-misc/mDNSResponder,app-misc/strigi,app-text/enchant,dev-libs/libxslt,media-libs/freetype,media-libs/fontconfig,media-libs/jasper,x11-libs/libXtst,net-dns/avahi,x11-libs/qt-webkit,sys-auth/polkit-kde,kde-base/kde-env,x11-libs/libXft,x11-libs/libXxf86vm,media-libs/giflib,x11-libs/qt-gui,sys-libs/libutempter,x11-libs/qt-opengl,dev-libs/libpcre,x11-libs/libXcursor,x11-libs/libXrender,dev-libs/libattica,media-libs/libpng,app-text/docbook-xsl-stylesheets,x11-apps/iceauth,media-libs/alsa-lib,x11-misc/xdg-utils]
sec-policy/selinux-squid [sys-apps/policycoreutils,sec-policy/selinux-base-policy]
app-editors/jove [sys-libs/ncurses]
app-misc/irtrans-irserver [sys-libs/glibc]
sci-chemistry/vmd [dev-lang/tk,sci-biology/stride,x11-libs/fltk,media-gfx/povray,sci-chemistry/msms-bin,sci-libs/netcdf,dev-lang/python,dev-lang/perl,virtual/opengl,x11-terms/xterm,media-gfx/tachyon,dev-python/numpy]
sys-power/cpufreqd [sys-power/cpufrequtils,sys-apps/lm_sensors,sys-apps/sed]
app-editors/hteditor [sys-devel/flex,sys-libs/ncurses,sys-devel/bison,x11-libs/libX11,dev-libs/lzo]
sys-apps/ack [app-shells/bash-completion,dev-perl/File-Next,dev-lang/perl]
x11-apps/xsetmode [dev-util/pkgconfig,x11-libs/libX11,sys-devel/binutils,sys-devel/m4,x11-misc/util-macros,sys-devel/libtool,x11-libs/libXi]
games-server/ut2004-ded [games-fps/ut2004-bonuspack-mega,app-arch/p7zip,sys-libs/glibc,games-fps/ut2004-bonuspack-ece,app-arch/unzip]
app-doc/root-docs []
dev-perl/Pod-Abstract [virtual/perl-File-Temp,dev-perl/IO-String,virtual/perl-Scalar-List-Utils,dev-lang/perl,virtual/perl-Test-Simple]
games-arcade/stardork [sys-libs/ncurses]
games-puzzle/xphotohunter [media-libs/imlib,media-sound/esound]
net-news/raggle [dev-ruby/ncurses-ruby,dev-lang/ruby]
app-admin/pwgen []
media-libs/glfw [x11-libs/libXrandr,virtual/opengl]
x11-proto/evieext [media-fonts/font-util,sys-devel/m4,x11-misc/util-macros,sys-devel/autoconf,sys-devel/automake,sys-devel/libtool]
dev-libs/libpcre [dev-util/pkgconfig,sys-devel/libtool,sys-libs/zlib,sys-devel/autoconf,sys-apps/findutils,sys-devel/automake,app-arch/bzip2]
dev-ruby/rbtree [virtual/rubygems,dev-lang/ruby]
net-zope/mimetypesregistry [net-zope/cmf]
sys-process/lsof [sys-libs/libselinux]
media-sound/mp3splt [sys-devel/gettext,media-libs/libmp3splt]
net-misc/sjphone [x11-libs/libSM,x11-libs/libXext,x11-libs/libX11]
sci-biology/maqview [sci-biology/maq,media-libs/freeglut]
kde-base/kdeedu-meta [kde-base/khangman,kde-base/kalgebra,kde-base/kbruch,kde-base/parley,kde-base/ktouch,kde-base/marble,kde-base/kalzium,kde-base/step,kde-base/kiten,kde-base/kmplot,kde-base/cantor,kde-base/rocs,kde-base/klettres,kde-base/blinken,kde-base/libkdeedu,kde-base/kgeography,kde-base/kanagram,kde-base/kig,kde-base/kwordquiz,kde-base/kstars,kde-base/kvtml-data,kde-base/kturtle]
x11-drivers/xf86-input-mutouch [dev-util/pkgconfig,x11-proto/randrproto,x11-proto/inputproto,x11-proto/xproto,sys-devel/libtool,sys-devel/m4,sys-devel/binutils,x11-misc/util-macros,x11-base/xorg-server]
net-zope/cvsfile [net-zope/externalfile,app-arch/unzip]
dev-util/omake [sys-libs/readline,dev-lang/ocaml,sys-libs/ncurses,app-admin/gamin]
app-pda/msynctool [app-pda/libopensync]
app-misc/g15composer [dev-libs/libg15render,app-misc/g15daemon]
app-xemacs/rmail [app-xemacs/tm]
app-emulation/bochs [sys-libs/readline,x11-libs/libXpm,media-libs/svgalib,x11-libs/libX11,sys-apps/sed,x11-libs/libSM,media-libs/libsdl,x11-libs/wxGTK,x11-libs/libICE,app-text/opensp,sys-libs/ncurses]
net-analyzer/scli [dev-libs/libxml2,sys-libs/readline,dev-libs/glib,dev-libs/dmalloc,sys-libs/ncurses]
dev-php/mmslib [dev-lang/php]
games-simulation/qct [dev-lang/python,dev-python/pygame]
dev-perl/XML-Simple [dev-perl/XML-LibXML,virtual/perl-Storable,dev-perl/XML-SAX,dev-perl/XML-Parser]
net-misc/netcomics-cvs [dev-perl/libwww-perl,dev-vcs/cvs,dev-perl/HTML-Parser]
www-apache/mod_cplusplus [www-servers/apache]
net-irc/xchat [dev-util/pkgconfig,net-libs/libntlm,x11-libs/gtk+,dev-libs/openssl,dev-libs/glib,x11-libs/libnotify,app-text/gtkspell,dev-libs/dbus-glib,sys-apps/sed,dev-lang/python,dev-lang/perl,dev-lang/tcl]
kde-misc/kcm_touchpad [x11-libs/libXxf86vm,dev-util/pkgconfig,x11-libs/qt-script,x11-proto/xf86vidmodeproto,x11-libs/qt-gui,x11-libs/qt-core,x11-libs/qt-qt3support,dev-util/automoc,x11-libs/qt-svg,x11-libs/libXt,x11-libs/libXtst,x11-libs/qt-sql,dev-lang/perl,kde-base/kdelibs,dev-util/cmake,x11-libs/libXi,x11-libs/qt-test]
kde-base/kdewebdev-meta [kde-base/klinkstatus,kde-base/kimagemapeditor,kde-base/kommander,kde-base/kfilereplace]
sci-visualization/quickplot [dev-cpp/gtkmm,media-libs/libsndfile]
app-misc/misterhouse [dev-perl/Tk-CursorControl,dev-perl/Audio-Mixer,app-accessibility/flite,virtual/perl-DB_File,dev-perl/Text-LevenshteinXS,virtual/perl-Time-HiRes,dev-lang/perl,dev-perl/perl-tk,dev-perl/GD,app-accessibility/festival,dev-perl/DBD-mysql,dev-perl/TermReadKey]
media-sound/zynaddsubfx [x11-libs/fltk,sci-libs/fftw,dev-libs/mini-xml,media-libs/alsa-lib,media-sound/lash,media-sound/jack-audio-connection-kit]
www-apps/phpwebsite [virtual/httpd-php,dev-lang/php,app-admin/webapp-config]
x11-misc/qsynergy [x11-libs/qt-gui,x11-misc/synergy-plus,x11-misc/synergy]
x11-libs/libSM [dev-util/pkgconfig,sys-devel/binutils,x11-misc/util-macros,sys-devel/m4,sys-libs/e2fsprogs-libs,sys-devel/libtool,x11-libs/libICE,sys-apps/util-linux]
mail-filter/mapson [mail-mta/ssmtp]
x11-plugins/wmtimer [x11-libs/libXpm,x11-libs/gtk+,dev-util/pkgconfig]
kde-misc/skanlite [x11-libs/qt-script,x11-libs/qt-gui,x11-libs/qt-core,x11-libs/qt-qt3support,dev-util/cmake,x11-libs/qt-svg,x11-libs/qt-sql,kde-base/libksane,kde-base/kdelibs,x11-libs/qt-test]
app-cdr/bin2iso []
app-text/hd2u [dev-libs/popt]
dev-perl/Apache-DBI [dev-perl/DBI,virtual/perl-Digest-MD5,dev-perl/Digest-SHA1,virtual/perl-Test-Simple,dev-lang/perl]
dev-db/metakit [dev-lang/tcl,app-admin/eselect-python,dev-lang/python]
dev-java/jtds [virtual/jre,app-arch/unzip,virtual/jdk,dev-java/jcifs,dev-java/junit]
app-emulation/vmware-vix [x11-misc/shared-mime-info,dev-libs/libxml2,dev-libs/glib,dev-libs/openssl,sys-libs/glibc,sys-apps/findutils,sys-apps/pciutils,dev-lang/perl,net-misc/curl]
net-irc/xchat-gnome [dev-libs/openssl,dev-util/pkgconfig,app-text/enchant,gnome-base/gconf,dev-libs/glib,x11-libs/gtk+,dev-lang/perl,x11-libs/libnotify,gnome-base/libgnomeui,x11-libs/libsexy,gnome-base/libglade,dev-lang/python,media-libs/libcanberra,dev-lang/tcl,app-text/gnome-doc-utils,sys-apps/dbus,gnome-base/libgnome]
dev-perl/XML-Filter-BufferText [dev-lang/perl,dev-perl/XML-SAX]
net-misc/pymazon [dev-python/PyQt4,dev-python/pycrypto,dev-python/pygtk,dev-lang/python]
dev-lisp/cl-gd [dev-lisp/cl-cffi,media-libs/libpng,media-libs/jpeg,media-libs/freetype,dev-lisp/cl-uffi,media-libs/gd]
dev-perl/LWPx-ParanoidAgent [dev-perl/Net-DNS,dev-perl/libwww-perl,virtual/perl-Time-HiRes]
app-dicts/dictd-vera [app-text/dictd]
app-cdr/ccd2iso []
net-misc/portfwd [sys-apps/sed,sys-devel/libtool,sys-devel/automake,sys-devel/autoconf]
app-admin/lib_users [dev-python/nose]
rox-base/xdg-menu [app-admin/eselect-python,gnome-base/gnome-menus,dev-lang/python,dev-python/dbus-python,rox-base/rox,dev-python/pyxdg,rox-base/rox-lib]
dev-scheme/gauche-gl [media-gfx/nvidia-cg-toolkit,virtual/opengl,media-libs/freeglut,dev-scheme/gauche]
media-fonts/font-bh-type1 [media-fonts/font-alias,sys-devel/autoconf,media-fonts/encodings,media-libs/fontconfig,sys-devel/automake,sys-devel/libtool,x11-apps/mkfontdir]
app-crypt/xor-analyze []
net-ftp/axyftp [x11-libs/libXt,x11-libs/libXpm,x11-libs/libXaw,x11-libs/openmotif]
sci-visualization/gri [sci-libs/netcdf,media-gfx/imagemagick,virtual/emacs]
games-fps/qudos [x11-libs/libXxf86vm,x11-libs/libXxf86dga,games-fps/quake2-textures,media-libs/alsa-lib,media-libs/libogg,games-fps/quake2-demodata,games-fps/quake2-data,media-libs/libpng,media-libs/libvorbis,media-libs/libsdl,media-libs/jpeg,virtual/opengl,virtual/glu]
dev-tcltk/tcl-gtk [dev-lang/tcl,x11-libs/gtk+,dev-libs/glib,x11-libs/vte]
sys-apps/nca [dev-lang/perl,dev-libs/openssl]
dev-perl/perl-ldap [dev-perl/XML-SAX,dev-perl/Authen-SASL,virtual/perl-Digest-MD5,dev-perl/XML-SAX-Writer,dev-perl/Convert-ASN1,dev-perl/URI,dev-perl/IO-Socket-SSL,dev-perl/XML-Parser]
sys-block/eject-bsd []
app-text/kding [x11-libs/libXxf86vm,dev-util/pkgconfig,x11-libs/qt-script,x11-proto/xf86vidmodeproto,x11-libs/qt-gui,x11-libs/qt-core,x11-libs/qt-qt3support,dev-util/automoc,x11-libs/qt-svg,x11-libs/libXt,x11-libs/libXtst,x11-libs/qt-sql,dev-lang/perl,kde-base/kdelibs,dev-util/cmake,x11-libs/qt-test]
dev-util/txt2regex [sys-devel/gettext,app-shells/bash]
games-emulation/fceux [dev-lang/lua,dev-util/scons,sys-libs/zlib,x11-libs/gtk+,gnome-extra/zenity,media-libs/libsdl]
dev-lisp/cl-tclink [dev-libs/openssl,virtual/latex-base,dev-lisp/cl-uffi,dev-lisp/cl-split-sequence]
app-editors/e3 [dev-lang/nasm,dev-lang/yasm]
app-misc/gcal [sys-devel/gettext]
media-libs/libflash [sys-libs/zlib,media-libs/jpeg]
dev-python/pypcap [dev-python/pyrex,net-libs/libpcap]
app-arch/alien [app-arch/dpkg,dev-util/debhelper,app-arch/tar,dev-lang/perl,app-arch/rpm,app-arch/bzip2]
dev-perl/Sub-Name [dev-lang/perl]
app-editors/jasspa-microemacs [sys-libs/ncurses,x11-libs/libXpm,x11-libs/libX11]
dev-ruby/bundler [dev-vcs/git,dev-ruby/rake,dev-ruby/rubygems,dev-ruby/rspec]
dev-perl/Graph [virtual/perl-Storable,virtual/perl-Scalar-List-Utils,dev-lang/perl]
media-libs/raul [dev-util/pkgconfig,app-doc/doxygen,media-sound/jack-audio-connection-kit,dev-libs/glib,dev-libs/boost,dev-cpp/glibmm]
app-misc/jail [sys-apps/sed,dev-util/strace,dev-lang/perl]
app-dicts/sword-barnes [app-arch/unzip,app-text/sword]
dev-tinyos/listen []
dev-perl/Math-Round []
x11-libs/fox-wrapper []
x11-misc/dmenu [x11-libs/libXinerama,x11-libs/libX11]
app-cdr/burn-cd [dev-lang/python,app-cdr/dvd+rw-tools]
dev-ruby/bones-extras [dev-ruby/bones]
media-libs/libifp [app-doc/doxygen,sys-apps/sed,dev-libs/libusb]
x11-plugins/enigmail [app-crypt/gnupg,mail-client/thunderbird,app-crypt/pinentry,dev-db/sqlite]
games-roguelike/wrogue [app-arch/unzip,media-libs/libsdl]
dev-haskell/readline [dev-lang/ghc,dev-haskell/haddock]
dev-ruby/text-format [dev-ruby/rubygems,dev-lang/ruby,dev-ruby/text-hyphen]
games-fps/ut2004-deathball [app-arch/unzip,games-server/ut2004-ded,games-fps/ut2004]
net-misc/metacafe-dl [dev-lang/python]
app-forensics/rifiuti []
rox-extra/reticker [dev-lang/python,app-admin/eselect-python,rox-base/rox,rox-base/rox-lib]
mail-filter/spamassassin [dev-perl/Net-DNS,virtual/perl-MIME-Base64,dev-perl/NetAddr-IP,dev-perl/IO-Socket-SSL,virtual/perl-IO-Zlib,dev-perl/DBD-Pg,virtual/perl-Archive-Tar,virtual/perl-PodParser,dev-util/re2c,dev-perl/DBI,dev-perl/HTML-Parser,virtual/perl-DB_File,dev-perl/Digest-SHA1,dev-perl/DBD-SQLite,dev-perl/Mail-SPF,app-crypt/gnupg,dev-perl/DBD-mysql,dev-perl/perl-ldap,dev-libs/openssl,dev-perl/Mail-DKIM,virtual/perl-Storable,dev-lang/perl,virtual/perl-Time-HiRes,dev-perl/libwww-perl]
media-libs/libipod []
dev-games/clanlib [x11-libs/libXxf86vm,x11-proto/xf86vidmodeproto,media-libs/libmikmod,virtual/opengl,media-libs/jpeg,media-libs/libsdl,media-libs/sdl-gfx,media-libs/libpng,media-libs/libvorbis,x11-libs/libXmu]
net-dialup/fcdslslusb [app-arch/rpm2targz,sys-apps/module-init-tools,sys-kernel/gentoo-sources,sys-apps/sed,net-dialup/capi4k-utils]
games-emulation/atari800 [media-libs/libsdl,sys-libs/readline,app-arch/unzip,media-libs/libpng]
sci-libs/monomer-db []
net-analyzer/bwmon [sys-libs/ncurses]
app-accessibility/nfbtrans [app-arch/unzip]
dev-libs/ntl [dev-libs/gf2x,dev-libs/gmp,dev-lang/perl]
dev-php/PEAR-Text_CAPTCHA [dev-php/PEAR-Image_Text,dev-php/pear,dev-php/PEAR-PEAR,dev-php/PEAR-Text_Figlet,dev-php/PEAR-Numbers_Words,dev-php/PEAR-Text_Password,dev-lang/php]
media-sound/darksnow [sys-apps/sed,media-sound/darkice,x11-libs/gtk+,dev-util/pkgconfig]
games-fps/quake4-data [games-fps/quake4-bin,app-arch/tar,app-arch/bzip2]
dev-tex/texpower [sys-apps/texinfo,virtual/latex-base]
app-portage/layman-dbtools [app-portage/layman,app-admin/eselect-python,dev-vcs/git,dev-lang/python]
dev-ruby/rspec-rails [dev-ruby/hoe,dev-ruby/rubygems,dev-util/cucumber,dev-lang/ruby,dev-ruby/rack,dev-ruby/rspec]
dev-java/xpp2 [virtual/jre,virtual/jdk,dev-java/xerces]
dev-libs/djb [sys-apps/sed]
dev-php5/pecl-timezonedb [sys-devel/libtool,dev-lang/php,sys-devel/automake,sys-devel/m4,sys-devel/autoconf]
sys-apps/netboot-base []
dev-perl/Set-Infinite [dev-lang/perl]
dev-ada/asis-gpl [dev-lang/gnat-gpl,app-text/texi2html,virtual/latex-base]
games-action/descent2-data [app-arch/unarj]
